,Unnamed: 0,id,date,timepandemic,age,raceD,canada,provinceCA,sex,genderid,genderD,SexOrientationR,LGBTQ,LGBT_Subgroup,ARM_P,ARM_R,ARM_Total,WCC_P,WCC_SS,WCC_B,WCC_W,WCC_A,WCC_missing,Resilience_1,Resilience_2,Resilience_3,Resilience_4,Resilience_5,Resilience_6,Resilience_7,Resilience_8,Resilience_9,Resilience_10,Resilience_11,Resilience_12,Resilience_13,Resilience_14,Resilience_15,Resilience_16,Resilience_17,Coping_1,Coping_2,Coping_3,Coping_4,Coping_5,Coping_6,Coping_7,Coping_8,Coping_9,Coping_10,Coping_11,Coping_12,Coping_13,Coping_14,Coping_15,Coping_16,Coping_17,Coping_18,Coping_19,Coping_20,Coping_21,Coping_22,Coping_23,Coping_24,Coping_25,Coping_26,Coping_27,Coping_28,Coping_29,Coping_30,Coping_31,Coping_32,Coping_33,Coping_34,Coping_35,Coping_36,Coping_37,Coping_38,Coping_39,Coping_40,Coping_41,Coping_42
4800,4800,4802,8/12/2021 1:10:20,517,45,1,1,11,0,0,0,7,1,2,36,25,61,22,12,3,17,15,1,3,4,4,3,3,5,4,4,3,3,3,3,4,4,4,4,3,1,1,3,1,2,2,2,2,2,2,1,1,2,1,2,2,3,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,3,3,2,1,2,2,1
4801,4801,4803,8/12/2021 3:34:33,517,58,1,1,2,1,1,0,4,1,3, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4802,4802,4804,8/12/2021 3:53:30,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4803,4803,4805,8/12/2021 6:03:12,517,58,1,1,9, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4804,4804,4806,8/12/2021 6:19:32,517,54,1,1,9,1,1,0,1,0,0,42,34,76,23,15,3,8,12,1,5,5,4,5,5,5,5,4,4,3,5,3,4,5,5,4,5,1,1,3,1,2,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,3,1,3,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2
4805,4805,4807,8/12/2021 7:26:40,517,32,1,1,11,1,1,0,1,0,0,43,31,74, , , , , ,0,5,5,3,4,4,5,3,3,4,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4806,4806,4808,8/12/2021 7:56:49,517,37,0,1,11,1,1,0,1,0,0,27,22,49,28,19,3,14,12,1,2,4,3,4,3,4,3,4,2,2,2,2,3,3,3,3,2,4,4,4,1,2,2,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,1,3,3,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,2,2
4807,4807,4809,8/12/2021 8:43:17,517,31,1,1,11,1,1,0,1,0,0,40,32,72,19,15,3,22,14,1,3,5,5,4,4,5,4,5,3,3,5,4,5,5,5,3,4,1,1,2,1,1,3,2,1,1,3,3,1,1,1,1,1,4,1,1,1,3,3,2,2,1,1,1,1,1,1,3,1,2,1,2,4,4,2,3,2,1,1
4808,4808,4810,8/12/2021 8:51:34,517,61,1,1,11,0,0,0,1,0,0,41,34,75,39,12,6,21,23,1,5,4,4,5,4,5,4,5,3,4,5,4,4,4,5,5,5,1,3,4,1,3,3,1,1,1,1,3,1,1,4,2,2,4,4,4,1,3,1,1,3,4,4,4,4,4,4,1,4,1,1,1,1,4,1,4,1,4,1
4809,4809,4811,8/12/2021 9:20:05,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4810,4810,4812,8/12/2021 10:48:22,517,22,1,1,11,0,3,1,1,1,1,37,25,62,35,11,7,14,12,1,3,3,1,3,1,3,3,3,4,3,5,5,5,5,5,5,5,1,2,2,3,3,3,3,2,4,1,1,1,1,1,1,3,1,1,1,3,3,2,1,3,1,3,3,3,1,3,3,3,1,1,2,1,1,1,1,2,1,1
4811,4811,4813,8/12/2021 11:18:01,517,67,1,1,2,1,1,0,1,0,0,43,32,75,25,8,3,12,18,1,4,2,5,5,5,5,4,2,4,4,5,5,5,5,5,5,5,2,1,1,1,2,3,1,1,1,1,1,1,2,1,4,1,1,3,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,2,2,4,1,3,1,4,1
4812,4812,4814,8/12/2021 13:55:41,517,24,1,1,11,1,1,0,1,0,0,33,29,62,14,7,3,8,14,1,3,5,5,5,5,2,4,4,2,2,5,2,3,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
4813,4813,4815,8/12/2021 14:03:37,517,50,1,1,9,0,0,0,7,1,2,41,35,76,33,25,3,12,14,1,4,3,5,5,5,5,5,5,4,4,5,5,3,4,5,4,5,3,2,4,1,3,3,1,1,1,4,1,1,3,1,1,1,2,2,1,1,3,1,2,2,3,1,3,2,3,2,2,3,4,4,4,2,2,3,1,1,1,1
4814,4814,4816,8/12/2021 14:25:33,517,29,1,1,11,0,1,1,4,1,1,45,31,76,39,15,4,10,15,1,5,5,5,4,4,5,5,5,3,5,5,3,4,5,5,5,3,4,2,2,2,2,3,1,1,1,4,1,1,4,1,2,1,1,4,1,1,3,1,2,3,1,2,4,4,3,2,2,2,1,1,2,1,1,1,1,2,3,2
4815,4815,4817,8/12/2021 14:28:18,517,52,1,1,11,1,1,0,1,0,0,34,27,61,17,11,3,13,19,1,3,3,3,3,3,5,3,4,4,3,4,4,3,4,5,4,3,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,3,3
4816,4816,4818,8/12/2021 14:39:40,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4817,4817,4819,8/12/2021 14:58:38,517,38,1,1,11,1,1,0,1,0,0,43,26,69,33,15,5,20,21,1,3,3,5,5,4,4,5,3,5,5,1,4,4,4,5,5,4,1,3,2,2,3,3,4,2,2,3,3,2,3,1,3,2,3,2,1,2,3,2,3,2,2,1,2,2,3,2,3,3,1,1,2,2,2,3,1,3,2,2
4818,4818,4820,8/12/2021 15:54:58,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4819,4819,4821,8/12/2021 16:24:23,517,24,1,1,9,1,1,0,4,1,3,44,27,71, , , , , ,0,4,3,4,4,3,5,5,3,5,5,5,5,5,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4820,4820,4822,8/12/2021 17:23:53,517,52,1,1,9,0,0,0,7,1,2,43,33,76, , , , , ,0,4,4,5,5,5,5,5,4,4,3,5,5,5,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4821,4821,4823,8/12/2021 17:48:53,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4822,4822,4824,8/12/2021 18:10:52,517,40,1,1,12,1,1,0,7,1,2,45,33,78,33,16,4,17,19,1,4,5,5,4,5,5,4,4,4,5,5,4,4,5,5,5,5,4,1,3,2,3,1,1,1,2,3,2,1,2,1,3,1,2,2,1,1,3,3,2,2,1,2,4,2,3,1,3,3,1,2,2,3,3,2,3,3,2,2
4823,4823,4825,8/12/2021 18:53:06,517,44,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4824,4824,4826,8/12/2021 19:01:15,517,36,1,1,9,0,0,0,7,1,2,42,30,72,37,13,6,26,26,1,5,3,3,4,5,5,5,3,5,2,4,5,4,5,5,5,4,3,3,2,4,3,4,3,3,3,3,4,2,3,1,3,2,4,2,1,1,1,3,2,3,1,3,3,3,2,2,2,2,2,1,2,3,3,4,3,3,3,3
4825,4825,4827,8/12/2021 20:25:11,517,42,1,1,11,1,1,0,1,0,0,31,27,58,19,12,3,13,18,1,3,4,3,4,4,5,3,3,3,3,4,3,3,3,4,3,3,1,1,3,1,1,2,2,1,1,3,1,1,1,1,2,2,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,2,2,1,3,3
4826,4826,4828,8/12/2021 20:31:41,517,39,1,1,11,1,1,0,2,0,0,41,25,66,49,25,11,23,22,1,3,2,5,1,1,3,3,5,5,3,5,5,5,5,5,5,5,2,2,4,4,4,4,1,2,4,4,3,3,3,3,2,4,4,2,3,4,3,1,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,1,2,3,1,1
4827,4827,4829,8/12/2021 21:04:13,517,20,1,1,11,1,1,0,6,1,2,24,23,47,34,19,5,11,19,1,3,3,2,2,2,5,2,3,2,2,4,2,3,2,4,3,3,1,2,2,2,3,2,1,1,1,3,1,3,2,2,2,3,1,2,1,1,3,1,3,3,1,2,3,3,3,3,2,3,3,2,3,1,2,1,3,2,2,3
4828,4828,4830,8/12/2021 21:29:29,517,72,1,1,3,0,0,0,1,0,0,31,27,58,23,14,4,8,20,1,4,2,4,5,4,5,4,3,4,2,5,3,4,3,2,1,3,1,1,4,2,1,4,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,3,1,1,1,2,2,2,2,1,1,2,1,1,1,1,3,1,4,4,2
4829,4829,4831,8/12/2021 21:37:18,517, ,1,1,11,1,1,0,1,0,0,32,24,56,36,15,8,20,22,1,3,2,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,2,1
4830,4830,4832,8/12/2021 21:50:07,517,31,1,1,11,0,0,0,1,0,0,26,25,51,26,9,4,21,20,1,3,2,2,5,3,4,3,3,3,3,3,2,3,2,4,3,3,2,1,2,1,2,2,3,3,2,2,3,1,2,2,2,1,3,3,2,1,1,2,1,2,1,1,3,2,2,1,1,1,1,1,1,4,4,2,2,1,4,2
4831,4831,4833,8/12/2021 22:26:35,517,19,1,1,9,1,3,1,7,1,1,46,32,78,32,16,7,22,20,1,5,5,5,4,3,5,5,5,5,3,5,5,5,4,5,4,5,1,1,3,4,4,4,4,4,4,2,2,1,2,1,4,1,4,1,1,2,3,2,3,3,1,1,1,1,1,3,3,3,1,1,3,4,4,4,1,2,1,1
4832,4832,4834,8/12/2021 22:40:12,517,57,1,1,11,0,0,0,1,0,0,41,29,70,44,14,3,15,10,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,3,3,1,4,4,1,1,3,4,1,1,3,1,1,2,1,4,1,1,1,1,2,4,1,2,4,1,1,3,4,4,1,1,2,3,3,1,1,1,1,1
4833,4833,4835,8/12/2021 22:43:43,517,50,1,1,9, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4834,4834,4836,8/12/2021 23:03:06,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4835,4835,4837,8/12/2021 23:14:43,517, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4836,4836,4838,8/13/2021 0:31:06,518,51,0,1,2,1,1,0,2,0,0,29,28,57, , , , , ,0,3,2,2,3,3,5,2,5,4,2,5,3,3,5,5,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4837,4837,4839,8/13/2021 1:24:51,518, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4838,4838,4840,8/13/2021 1:37:51,518,26,1,1,1,1,1,0,4,1,3,49,32,81,36,14,4,26,19,1,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,4,3,1,2,3,3,4,4,4,3,4,1,3,1,2,2,4,4,1,1,2,1,3,2,1,4,2,1,2,2,2,2,1,2,2,2,4,2,2,1,2,3
4839,4839,4841,8/13/2021 1:40:52,518,43,1,1,12,1,1,0,1,0,0,45,32,77,28,18,4,23,22,1,4,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,3,2,2,2,2,2,4,3,3,2,4,4,1,1,1,2,1,4,1,1,1,2,1,1,1,2,3,4,2,1,2,2,3,4,3,2,2,4,2,2,2,3,4
4840,4840,4842,8/13/2021 7:51:31,518,48,1,1,11,1,1,0,2,0,0,40,29,69,54,28,3,14,13,1,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,1,4,1,4,4,1,1,4,4,1,1,4,1,1,3,2,3,1,1,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,4,1
4841,4841,4843,8/13/2021 7:55:55,518,51,1,1,11,1,1,0,1,0,0,30,23,53,20,10,3,24,17,1,5,3,5,2,5,2,4,5,2,1,2,3,1,5,2,1,5,1,2,1,1,1,3,3,1,1,3,4,2,2,1,2,1,3,1,1,1,1,3,1,1,1,2,2,1,1,1,1,3,1,2,1,3,4,1,4,1,1,3
4842,4842,4844,8/13/2021 9:39:39,518,50,1,1,1,1,1,0,3,1,3,49,29,78, , , , , ,0,4,5,5,5,4,5,5,3,5,5,5,5,5,5,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4843,4843,4845,8/13/2021 10:01:00,518,50,1,1,11,1,1,0,1,0,0,30,18,48, , , , , ,0,3,2,5,3,3,2,5,3,3,2,2,2,2,4,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4844,4844,4846,8/13/2021 11:37:34,518,22,1,1,7,1,3,1,7,1,1,17,31,48,48,21,6,26,26,1,2,5,1,5,5,4,2,4,2,1,5,1,1,1,5,1,3,4,4,4,4,4,2,4,4,4,3,3,1,4,1,2,4,4,3,1,1,4,4,4,2,3,1,4,4,3,4,2,4,1,2,3,4,2,4,3,3,4,1
4845,4845,4847,8/13/2021 15:00:40,518, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4846,4846,4848,8/13/2021 16:23:10,518,81,1,1,9,0,0,0,1,0,0,46,35,81,17,7,6,11,23,1,5,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,2,4,1,1,1
4847,4847,4849,8/13/2021 17:44:25,518,55,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4848,4848,4850,8/13/2021 19:14:40,518,48,1,1,2,1,1,0,2,0,0,45,34,79,28,18,5,20,15,1,4,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,3,2,4,3,2,2,3,1,2,3,1,1,1,1,1,1,3,1,1,1,2,3,3,3,1,2,3,2,2,2,2,2,1,2,3,3,3,1,2,4,2,1
4849,4849,4851,8/13/2021 21:05:01,518,61,1,1,2,1,1,0,1,0,0,34,28,62,21,13,8,22,26,1,4,3,4,4,4,5,4,3,3,2,3,3,4,3,5,4,4,4,3,2,3,1,1,4,4,1,1,4,2,1,1,2,1,1,1,1,4,4,1,2,2,3,4,2,1,1,1,3,1,2,1,1,1,4,1,1,4,4,4
4850,4850,4852,8/13/2021 21:36:24,518,66,1,1,11,1,1,0,1,0,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4851,4851,4853,8/13/2021 21:36:52,518, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4852,4852,4854,8/13/2021 23:04:27,518,36,1,1,9,1,3,1,4,1,1,30,29,59,26,15,7,23,26,1,4,2,3,4,3,5,2,4,3,3,5,4,3,3,5,3,3,2,2,3,4,2,3,3,3,2,3,2,1,2,2,2,2,3,2,1,1,2,3,2,2,4,3,1,1,3,1,2,1,1,2,2,3,4,4,2,4,3,2
4853,4853,4855,8/13/2021 23:20:22,518, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4854,4854,4856,8/14/2021 0:23:42,519,50,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4855,4855,4857,8/14/2021 1:07:07,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4856,4856,4858,8/14/2021 1:11:41,519,41,1,1,11,1,1,0,2,0,0,27,20,47, , , , , ,0,2,3,4,3,2,5,3,2,3,1,2,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4857,4857,4859,8/14/2021 1:22:54,519,34,1,1,11,1,1,0,1,0,0,41,29,70,19,11,3,14,21,1,5,1,5,3,3,5,5,5,5,4,3,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,4,1,4,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1
4858,4858,4860,8/14/2021 7:03:21,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4859,4859,4861,8/14/2021 7:04:03,519,52,1,1,3,1,1,0,1,0,0,40,11,51,25,17,4,20,15,1,5,4,5,1,1,5,3,1,2,3,1,4,4,5,1,5,1,1,1,2,2,2,3,3,2,1,2,2,2,1,1,1,1,3,3,1,1,2,1,3,1,1,3,3,2,3,1,2,1,4,2,2,4,3,1,1,2,1,3
4860,4860,4862,8/14/2021 8:29:45,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4861,4861,4863,8/14/2021 8:31:26,519,53,1,1,11,0,0,0,1,0,0,37,30,67,17,7,3,11,13,1,4,3,4,3,4,5,4,4,4,2,4,4,3,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1
4862,4862,4864,8/14/2021 9:30:25,519,61,1,1,7, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4863,4863,4865,8/14/2021 10:39:17,519,82,1,1,11,1,1,0,1,0,0,40,28,68,29,13,4,14,17,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,2,2,1,2,2,1,2,2,1,2,1,2,3,2,2,3,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2
4864,4864,4866,8/14/2021 11:58:27,519,36,1,1,11,1,1,0,1,0,0,31,25,56,31,14,6,19,21,1,3,5,4,3,3,4,2,5,2,2,4,4,2,3,3,4,3,2,2,2,3,2,4,1,1,2,2,4,2,2,1,3,1,4,2,1,2,2,2,2,2,2,2,3,1,2,3,2,3,2,2,2,3,1,3,3,1,3,2
4865,4865,4867,8/14/2021 12:28:48,519,35,1,1,11,1,1,0,1,0,0,40,30,70,43,22,4,18,17,1,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,3,4,2,2,3,2,3,3,2,3,3,3,1,1,2,1,2,3,2,3,1,1,3,3,3,4,1,2,4,4,3,3,2,4,4,3,3,3,3,2,2,1,2,2
4866,4866,4868,8/14/2021 12:37:42,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4867,4867,4869,8/14/2021 12:46:14,519,44,1,1,11,1,1,0,1,0,0,46,33,79,45,24,7,20,15,1,4,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,3,2,2,4,4,2,1,3,2,1,2,2,4,1,2,4,2,4,4,1,3,3,3,2,3,3,4,2,3,3,3,3,1,3,3,1,1
4868,4868,4870,8/14/2021 12:46:56,519,47,1,1,11,1,1,0,1,0,0,42,29,71,38,24,6,13,11,1,4,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,3,3,1,1,3,1,1,1,1,3,1,2,3,1,3,3,1,3,3,3,3,3,3,1,4,4,4,1,2,1,1,2,1,1
4869,4869,4871,8/14/2021 13:23:50,519,77,1,1,11,1,1,0,0,1,4, , , ,17, ,3,10,13,0, , , , , ,4,3,3,2,1,5,1,3,3,5,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3, , ,1,3,1,4,1,1,3,1,1,1,3,3,1, , , , , ,3, ,1,1,4
4870,4870,4872,8/14/2021 13:27:52,519,46,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4871,4871,4873,8/14/2021 15:00:37,519,78,1,1,11,1,1,0,1,0,0,34,19,53, , , , , ,0,3,4,3,3,2,3,4,4,4,3,4,4,3,3, ,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4872,4872,4874,8/14/2021 15:39:11,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4873,4873,4875,8/14/2021 16:01:30,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4874,4874,4876,8/14/2021 17:35:06,519,40,1,1,9,1,1,0,1,0,0,46,35,81, , , , , ,0,5,3,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4875,4875,4877,8/14/2021 18:14:16,519, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4876,4876,4878,8/14/2021 18:15:12,519,63,1,1,9,1,1,0,1,0,0,42,29,71,36,12,3,10,12,1,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,5,3,4,1,2,1,3,4,2,1,2,2,1,1,2,1,2,2,2,1,1,1,3,1,2,3,1,1,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,2
4877,4877,4879,8/14/2021 19:37:06,519,56,1,1,11,1,1,0,7,1,2,41,24,65,37,16,4,17,17,1,4,5,3,3,3,4,4,2,3,4,4,5,4,5,4,4,4,2,3,2,2,2,4,2,1,4,3,1,2,3,1,2,1,4,3,1,1,3,1,3,3,2,2,3,2,2,3,3,2,1,2,2,2,2,2,1,2,2,2
4878,4878,4880,8/14/2021 19:53:45,519,60,1,1,2,1,1,0,1,0,0,47,35,82,38,16,3,17,14,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,1,2,2,1,2,3,3,3,1,3,1,1,1,3,2,1,1,3,3,2,3,1,1,4,3,3,3,3,2,2,2,2,2,3,1,2,1,2,2
4879,4879,4881,8/14/2021 20:05:22,519,46,0,1,4,0,2,1,4,1,1,36,31,67,33,18,8,22,20,1,5,4,5,5,5,3,5,3,3,1,5,5,1,5,5,2,5,4,4,2,4,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,4,4,3,3,3,3,1,3,1,1,4
4880,4880,4882,8/14/2021 20:33:58,519,58,1,1,11,1,1,0,1,0,0,34,30,64,51,14,5,20,14,1,2,5,4,4,5,5,4,4,2,2,4,2,4,5,5,4,3,4,4,4,2,4,4,1,1,4,2,2,1,4,2,1,2,2,3,1,1,2,1,3,4,1,4,4,4,3,4,4,3,1,1,1,3,3,1,2,1,4,1
4881,4881,4883,8/14/2021 20:58:08,519,72,1,1,9, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4882,4882,4884,8/14/2021 21:08:45,519,37,1,1,11,1,1,0,1,0,0,32,27,59,38,10,3,15,14,1,1,1,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,1,4,2,1,4,4,1,1,4,2,1,2,2,1,2,2,3,4,1,1,1,1,1,3,2,1,4,1, ,3,3,3,2,1,1,2,2,1,1,1,2,1
4883,4883,4885,8/14/2021 21:12:26,519,56,1,1,7,1,1,0,1,0,0,37,30,67,29,12,4,22,17,1,4,2,5,4,4,5,4,4,3,3,4,3,4,5,5,4,4,4,3,3,2,1,3,3,3,1,2,3,1,2,1,1,1,2,3,1,1,2,2,2,2,1,3,2,2,2,1,3,2,1,1,1,3,3,1,3,3,1,2
4884,4884,4886,8/14/2021 22:08:31,519,26,1,1,11,1,1,0,1,0,0,36,31,67,30,18,3,30,26,1,4,3,4,4,4,4,4,5,5,2,5,5,1,4,5,4,4,2,3,3,1,2,3,4,4,1,4,4,3,1,1,2,2,4,2,3,1,3,3,2,3,2,4,1,2,2,2,3,4,2,1,3,4,4,3,4,2,1,2
4885,4885,4887,8/14/2021 22:13:28,519,60,1,1,12,1,1,0,1,0,0,41,24,65, , , , , ,0,4,4,4,3,4,5,4,2,3,4,2,4,5,5,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4886,4886,4888,8/14/2021 22:59:54,519,62,1,1,11,1,1,0,1,0,0,35,28,63, , , , , ,0,3,2,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4887,4887,4889,8/15/2021 4:00:57,520,62,1,1,11,1,1,0,1,0,0,38,30,68,34,16,3,13,14,1,5,5,5,4,4,5,4,3,2,2,5,2,4,4,5,5,4,3,1,3,1,1,3,1,1,3,3,1,1,3,1,1,3,1,1,1,1,3,1,2,3,1,1,4,4,3,1,1,1,1,1,3,3,4,1,3,1,3,1
4888,4888,4890,8/15/2021 8:36:01,520,42,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4889,4889,4891,8/15/2021 8:53:17,520, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
